level,date,purchased,review
Level 2. Rookie,Updated 3w ago,Purchased,"[Customer Service]
Amazing customer service, very prompt replies as well. They were able to answer my questions very quickly."
Level 2. Rookie,Updated 3w ago,Purchased,"[Customer Service] [Ease of porting]
All queries were answered promptly and efficiently! Thank you Kai, appreciate the professionalism and swift replies!"
Level 2. Rookie,Updated 3w ago,Purchased,"Been using their $5 line for work for a few months now and this plan really is cheap and good. 2gb is more than enough for me to go online to check orders and while 50 mins talk-time might seem a bit stingy I seldom go over when talking to my supplier. Some people say tpg more value for money got more data and mins but when my brother who has their sim card comes to my workplace he always cannot get a good signal. Like that I rather stick with circles.  

Just message their friendly customer service team if you want to sign up for this plan as is not on their website."
Level 2. Rookie,Updated 3w ago,None,"[Customer Service]
Before I purchase the Sim + phone package, I reached out to the customer service to ask if it is possible for me to request for a separate earlier Sim card delivery, as I understand that phone delivery will take a while due to stock availability. 

(02:40:57 AM) Cass: I want to get a plan with Circles but I noticed that the earliest delivery date is around late Feb if I were to get a sim card plan with mobile device"
Level 2. Rookie,Updated 3w ago,Purchased,"[Network]
Probably the slowest network I’ve been on. I’ve tried SingTel, StarHub, and a couple of MVNOs on those networks like GIGA and Grid. They all worked marvelously and clocked in fairly fast speeds for 4G around 10mbps. Circles.Life‘s 4G speeds are dismal at around 2mbps though. 


[Customer Service]
Customer service is always prompt and friendly but they can’t really help with anything network speed or connectivity issues. 


[Mobile App]
Really easy to use and has improved quite a lot since I first tried Circles.Life. It’s also a lot less cluttered."
Level 2. Rookie,Updated 3w ago,Purchased,"TLDR: lies upon lies by customer service, porting is a terrible experience and I have not been ported yet even. excuses of ASAP / 24h / 24-48h given, not sure if they have a concept of time.

I’m utterly baffled at the customer service and how ‘ease of porting’ is promoted by this company.

It all started on 26 Jan when I tried porting my line from M1.

I was unpleasantly welcomed by multiple failures due to ‘Please upload front and back copy of NRIC’
(I am porting a number that isn’t under me, to my nric through Circles.Life)

After 4 unsuccessful attempts, I contacted their Customer Service Chat.

On 27th Jan, approx 8am. 1 agent told me that I needed a ‘documentation from donor telco giving green light to port’.

I called M1 and they said they are unable to provide such document as they mentioned that the telco just needs to attempt the porting, which was not done according to M1’s records

I then contacted Circles again about this and was promised by another agent, within 24h for manual porting process.

That night, 27 Jan, I contacted them again as I felt off and another agent told me that a Subject Matter Expert will contact me within 24h - 48h.

29 Jan, 49 hours later, I spoke to the same agent and asked many questions as to why I have yet to receive a call and was being made empty promises, she was unable / refused to answer my enquiries.

I was then promised an urgent call back the next day, 30 Jan, @ 12pm.

That too, did not happen.

I contacted 2 agents asking when I will be receiving the call. Both told me they raised it to be ‘ASAP’.

It’s currently 7 hours after promised time, with 1. my line not ported for 6 days now
2. failures after failures of a problem that I can’t fix on my end
3. lies upon lies provided by their customer service (ASAP, 24h, 48h)
4. not provided with the transcripts of my chat upon request (thankfully screenshots exists)
5. stories that ‘this has been brought up to the backend team’ countless of times
6. no management to handle this matter.

And all this, still being charged for the sim being activated, without having used a single byte of data, second of call, or a single sms.

Circles.Life, is this really how you deal with things?"
Level 2. Rookie,Updated 4w ago,Purchased,"""we are able to provide >99% 4G+ Coverage islandwide*"" 
wow i get 4G, but with only 1 bar and 0.55mb/s download speed.
poor customer service also, spam emails but did not solve anything."
Level 4. Prodigy,Updated 4w ago,Purchased,"[Network]
Cell service has been great all over Singapore. Have been experiencing fast 4g speed.

[Customer Service]
Chat was able to answer any questions that i had !

[Ease of porting]"
Level 2. Rookie,Updated on 22 Jan 2021,Purchased,"[Customer Service]
The customer service is amazing! Had an issue with my data and DM-ed Circles.Life on Instagram at 11 pm. Got an instant reply, was thoroughly impressed!"
Level 2. Rookie,Updated on 20 Jan 2021,None,"I wanted a fresh start in 2021, so I ditched my contract with Starhub and signed up with a combo plan from Circles. It has been about a month and here's just some of my honest observations: 

[Network]
Riding on the M1 network, I do notice that it's not as great in some areas as when I was with Starhub but I haven't experienced anything too jarring yet. Perhaps they can look into strengthening their network in the Jurong East area especially. 

[Ease of porting]
Transferring my number for the first time, I must admit I was a bit hesitant after seeing some comments about port ins gone awry before but I am happy to report I had no such troubles with Circles and the transfer was done seamlessly within a night. 

[Billing & Customer Service]
The concept of a no contract Combo Plan was really intriguing but the execution and communication of this unorthodox billing method could have been clearer. For example, I don't understand why even as I am paying for my phone via installments the entire amount is blocked off from my credit card? It's identical to having selected the upfront option with the exception that it's deductible every month. This however is a small gripe that I can live with as the agents who assisted me were patient enough to explain the process. 
   
[Mobile App]
Refreshingly simple interface that is clear cut and easy to understand. I see that it also provides a wealth of additional features which I have yet to explore but in general I must say it is very well put together and deserving of the 4.8 stars it has on the app store."
Level 4. Prodigy,Updated on 19 Jan 2021,None,"Update in Jan 2021,
Generally, the service and network are OK considering the price.
I cannot use rate it one star because of one customer support (but still).
Still an active customer for a very long time.

---------------------
Changing to 1 star after contacting Customer Support

Perhaps one of the early users.
Still on their $0 monthly plan. basically paying nothing.
But yes I occasionally top-up for more talk time and data.


[Ease of porting]
After the end of the subscription, I can port. Quiet easy I remember.


[Billing]
No monthly bill for me, but paying for top-up is very easy.

[Network]
Using M1 network. Ok. 


[Customer Service] (CS)
Here is how the chat goes.

Me: Can I know under what conditions will CL terminate my plan
CS: verifying my identity


****Here is the first misguided response****
CS: The grounds to terminate your plan would be 2 months of unpaid bills.

This is obviously wrong coz I am on a 0/month plan, so I corrected him

Me: I don't have any bill, It's 0/Month. So it's forever?
CS: Oh goodness! Thank you for pointing this out. In this case, yes. It would be forever.


I know it's not forever.

****Here is the Second misguided response*****
Me: Even I don't' use it? When I signed up, there were some conditions. But I cannot find it now. Could you please double check?

CS: I'll check again. One moment.
CS: Let me correct myself. If there is no usage on your account for more than 3 months, your line may be terminated.

Me: how do you define no usage?
CS: No usage is defined as no calls/SMS and no data used in given billing cycle.

****He is contradicting himself****
billing cycle is 1 month he just said it's 3 month.

Me: Sending or receiving SMS/call?

******Here is the Third misguided response*****
He corrected himself again.
CS: Let me clarify. our system will send you a message if you haven't purchased a boost within 3 months.

Me: No msg received bro

CS: Let me clarify. Our system will send you a msg if you haven't purchased a boost within 3 months. This will also serve as a warning that your number may be suspended.

*****Here is the 4th misguided response****
He once again corrected himself

CS: Our system will send you a msg if you haven't purchased a boost within 3 months. This will also serve as a warning email [Note the email] that your number may be suspended.

I gave up"
Level 2. Rookie,Updated on 08 Jan 2021,Purchased,"[Customer Service]
If I were to say only one thing about Circles, it would be about their awesome customer service. In the 2+ years I have been with them, I've contacted them with queries about everything from billing to promotions and every single time they've responded promptly with the utmost professionalism I have not seen in other businesses for a long time. 

Sure, more can be done for loyal customers as I've been denied access to certain promos specifically for new customers before but I also see that they have launched similar features for their customers. Now I get monthly rewards from their quest update and they recently upgraded my waiver so that I enjoy $18 forever. I think any other telco would be hard pressed to do that since such a move will surely impact their revenue but Circles has always been an unconventional brand that never played by the rules since the very start. 

It's this very attitude that sets them apart and is why I see myself sticking with them for a long time. All these other new MVNOs that are popping up owe their success to Circles who led the charge with its larger than life data plans at affordable prices."
Level 2. Rookie,Updated on 07 Jan 2021,Purchased,I got the $5 plan for my dad to use and it was a little frustrating at first as I couldn't find the plan on their website. I reached out to customer service for help and they immediately redirected me to the page to sign up. It has been smooth sailing ever since. Number was transferred without an issue and I downloaded the app for him so I can monitor his usage in case he calls his kakis too much. Would be nice if I could manage multiple plans from one phone but otherwise I think their $5 plan works for seniors!
Level 2. Rookie,Updated on 06 Jan 2021,Purchased,"[Customer Service]
I really cannot tahan some of the customer service from other telcos but with circles they managed to solve a billing issue with a full refund in the span of 2 hours. Some other bloody telco 2 hours also cannot get on the phone with them...

[Network]
Heard they use M1 network and some people say not good but after using for 2 weeks I can say that not much difference from my old line with starhub."
Level 2. Rookie,Updated on 29 Dec 2020,None,"The app had a bug and did not allow me to do the online porting. I reached out to the customer service but they kept asking me to do it on the app. Passed me to several different people to try to have it resolved. In the end they agreed to do manual porting, but gave me the wrong form to fill. I highlighted this but they said it’s ok. Then the next day a new person tell me that it’s not ok. I have to fill in a different form. They also changed the registration name on my app. When I asked them to change it back, they say it will disappear once the number has been ported. However it didn’t happen. They whole proce"
Level 3. Wonderkid,Updated on 28 Dec 2020,Purchased,"[Customer Service] really very bad CS. need to wait for their replies. 

signed up for the plan in august, was promised 300GB of data by the 3rd month. the third month came, still the same 100GB. enquired from 6 December until now, 28 December. 
Issue still not solved. 

they posted $18/mth with 300gb data, in the fine print it says after 3rd month 300Gb forever. be careful what u signed up for. they will prata their words. some say this, and some say that. very unreliable. first and last time."
Level 2. Rookie,Updated on 26 Dec 2020,Purchased,"[Network]
They're on M1s mobile network which unlike their wifi services is miles better thank God! Been using it for the past week and no complaints so far.

[Ease of porting]
Simple port-in process from Starhub, happened overnight and I was able to use data, call the office and everything the very next day."
Level 2. Rookie,Updated on 25 Dec 2020,Purchased,"Worst telco service i have experienced so far. Please stay away.

on the 3rd month of subscription, circle life wrongly charged me a small amount and I also experienced a week service disruption.

after contacting support many times, they agreed to refund me the wrongly charged amount, and I terminated the service due to the poor experience.

I tried to follow up in mid-Dec on the agreed refund, and keep getting replies they are not going to refund me because 1. the charges are already recorded in advance and 2. I have terminated the service

so for goodness sake circle life help your customer understand your logic here?? Due to your own fault, you are not refunding leaving customers the wrongly charged amount??"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Network]
I faced poor internet connectivity (at home, not to mention in the MRT tunnel) and poor call quality (multiple call drops and people can’t hear me for the first few seconds I pick up the call), contacted customer service that referred me to their Network Team but it wasn’t helpful at all because their conclusion was “ we were able to check that a nearby serving site is available and no abnormalities were detected”. "
Level 2. Rookie,Updated on 21 Dec 2020,Purchased,"[Network]
Network are amazing, didn’t have any issue with connecting to the internet and the internet speed is good.


[Customer Service]
Didn’t always contact the customer service but when I do, the staff are very much knowledgeable and they will rectify the issue with you fast.


[Ease of porting]
To be honest, I just have to key in my personal particulars and that’s it. It was really fast. Porting over to Circles.Life is my best decision ever.


[Mobile App]
The mobile app is the one that you have to download to configure your plans, change of your information, live chat, network troubleshoot, network speed test and lots more. Just hoping they could launch their own widgets so I could view how much data I’ve left on the home screen and also, dark mode please.


[Billing]
Bills are always between 1st to 15th of every month. Hoping that they could change the billing date though. Maybe a fixed date?

[Summary]
Everyone must give Circles.Life a try, really. Like what we always say, you never try you never know. Highly recommended!"
Level 2. Rookie,Updated on 19 Dec 2020,None,"[Customer Service]
The worst customer service ever, even on the chat the person (Rupert) takes way too long to reply, and their billing system is so weird they bill the phone and the data plan separately. Please don't use them (and Singtel), stick to M1 or starhub."
Level 2. Rookie,Updated on 17 Dec 2020,Purchased,"Been with Circles.Life for a year now and its been great right from the beginning.
Porting In was really smooth and delivery was great.
Customer Service are top notch definitely."
Level 2. Rookie,Updated on 08 Dec 2020,None,"I signed up for their combo plan to get the iPhone SE (2020) after a recommendation from my son. Paying $18/mo for the 20GB plan otherwise. 

[Network] 
Having moved over from M1, they use the same network so there hasn't been any major issues. I get a good connection even when I'm on the North East Line to work so I can watch my K Dramas. 

[Customer Service]
I had some questions about the plan and the customer service representatives were very courteous and prompt in replying me. They even scheduled for an earlier delivery for my phone which was a nice surprise! 

[Ease of porting]
Literally overnight, I didn't have to do anything and it was done without a hitch. First time porting but it really was seamless. 

[Mobile App]
I don't really use this a lot but the layout is very simple so that even an auntie like me can understand how much data and minutes I have left.

[Billing]
I've been paying the bills for both my children's lines long before I port in and I've never encountered an issue once. No hidden fees or extra charges so very good"
Level 2. Rookie,Updated on 08 Dec 2020,Purchased,"[Customer Service] they are the best customer service telco in town. Fast, Responsive, Polite, Experienced & very Knowledgeable when handling my issue."
Level 3. Wonderkid,Updated on 05 Dec 2020,Purchased,"[Customer Service] I must admit their customer service is very responsive. However, when I have questions during the port out process, they are not really helpful."
Level 2. Rookie,Updated on 25 Nov 2020,Purchased,An unfortunate horrible customer service experience at all the stage of the process. I wouldn’t recommend the company to anyone.
Level 3. Wonderkid,Updated on 22 Nov 2020,Purchased,"Switched over from M1 because it costs 40% lesser, for even more benefits! The switch saved me $20 every month. However, they will charge $0.05 for any incoming SMS, which is ridiculous to me because I get spam SMSes and/or delivery SMS/MMS quite often. The one thing that stands out is about their super fast customer service.

2 years later, they have lost their competitive edge as GIGA has a pop-up plan for $18 for 40GB, with rollover data, and even MORE Talktime and SMS! 

Pretty much the same network and service for even less money!"
Level 2. Rookie,Updated on 12 Nov 2020,None,"For a Telco that aspires to be a ""breath of fresh air"" to our local Telco scene, it had been an utterly disappointing experience, and this will probably be the end of my relationship with Circles.Life. I had been a customer with Circles.Life for more than a year, and the network coverage had been getting worse for some reason.

To end off this terrible experience, I had an erroneous charge to my card because of a problem with the app. Since last week, I had raised this issue and the customer service exe"
Level 2. Rookie,Updated on 08 Nov 2020,None,"[Customer Service]
Spend money to join waitlist to preorder iPhone 12 pro max is a brain less system I had seen ever. Go and ask the customer service in messenger before the pre order date keep told me just wait for the email which will send to customer when preorder is ready. Wait for 10 minutes from the beginning of the preorder, no emailed have been sent to us. Where is the promised? customer service? Where is the email to show the procedure to pre order who had joined the waitlist? Brianless system. Ask in the messenger for help on "
Level 2. Rookie,Updated on 08 Nov 2020,Purchased,"[Conclusion]
I can see myself leaving CL, especially as price and service offerings becomes more competitive. Felt bad leaving a service that gave me the best CS experience out of all other service providers. But the iPhone 12 waitlist experience and poor signal strength making me miss calls/SMS/internet even when I'm at home is swaying me to other service providers especially when many WFH and requires a reliable way to contact others and be contacted."
Level 2. Rookie,Updated on 05 Nov 2020,Purchased,"[Customer Service] pathetic customer service. Booked a iPhone 12 Pro max and got billed for the booking fee and never received a receipt or acknowledgememt. Tried contacting the customer service several times and was informed everytime that the issue was reported to the ""back end team"". But never got a response in spite of raising the issue with chat, email and customer service number. 

Wouldn't recommend them to anyone. Singtel is the best."
Level 3. Wonderkid,Updated on 30 Oct 2020,Purchased,"[Customer Service]
Tried to sign up with them for the last 2 weeks and signed up my interest for the iPhone 12. Everything went seamless and they were great in sending me reminders (daily) to pay the waitlist fee (SG$ 50).

After payment (18th October) I was expecting an e-mail from them with a link where I could choose my combo plan and phone. No e-mail was received. Dropped them an e-mail about it and a standard response that an Happiness Consultant will get in touch within 24 hours. We're close to 100 hours now but no e-mail has been received.

Contacted their live chats (twice) but they only solution they offered me is they need to check with their ""team"" and get back to me within 24-48 hours. Still waiting.

Signing up for them doesn't seem to be so easy, a adult can NOT help you do it. Maybe a child can help me out?"
Level 5. Genius,Updated on 27 Oct 2020,Purchased,"[Network] It works mostly underground, but between Botanic gardens to Holland Village, the reception isn't the best, but not really complaining. 


[Customer Service] Was charged for my registration fee but had to write emails to get my refund back. But at least they reply pretty quickly. "
Level 2. Rookie,Updated on 24 Oct 2020,Purchased,"[Customer Service]

Scheduled 1-1 Video call to enquire about Circles Black. Call came from Philippines. First off, some kids screaming in the background and audio was choppy. I was yelling throughout the call just to be HEARD.

Allan seemed to be unsure of how to answer a lot of my questions. Asked about the 'free phone insurance' that comes with the plan, he said he simply has no information on it. He doesn't know what the insurance covers AT ALL. HUH?

Showed him a link by VulcanPost talking about it, he then said ""Yup thats the same one"". 

I was skeptical cos the post was from 2018. 

Huge fumbling about when it came to questions about e-sim VS physical sim."
Level 2. Rookie,Updated on 02 Oct 2020,Purchased,"Though Circles.Life Customer Service is Online, but it is one of the Best as compared to many Bigger Companies out there.
Circles.Life Customer Service are responsive and follow up issues till closure.
The Mobile Plans covers a good range from Low Usage Users to High Usage Users.
Price is reasonable.
I have 2 lines with Circles.Life now, no issues so far."
Level 3. Wonderkid,Updated on 19 Sep 2020,Purchased,"[Network]
Indoor coverage is a bit poorer compare to the others. But among the digital telco, Circles.Life is the only one provide VoLTE service, this is their advantage.

[Customer Service]
Super fast and responsive customer service. I could say their customer service is one of the best among all the telco. They are consistent and easy to reach. They deliver their promise most of the time.

[Ease of porting]
The porting processes can be a bit complicated sometime. In case of the first porting was failed, it can be complicated to try to resubmit the request through their app.

[Mobile App]
Too many information in the app makes the app seems messy. Can we log in the service portal by browser? What I know is cannot. If I were right, it's not so user-friendly. Hopefully the layout in the app could be improved, and hope they can implement a web portal allow us to log in by browser too.

[Billing]
I couldn't say they offer the best value since they are other competitors offer even better choices. But they are definitely worth the value with their customer service quality.
One thing to take note is they do not offer free incoming call at most of the plans. It takes $2/month to get free incoming call. Their base plan will be $28 after one year.
During the initial signup, they sincerely want your business and willing to provide more attractive offer depends on how to negotiate with them. This could be complicated if you didn't manage the signup well.
Personally, I don't like this kind of gimmick since it could lead to ""double standard"" sometime."
Level 3. Wonderkid,Updated on 19 Sep 2020,Purchased,Great customer service and attractive data plan. Only issue is poor connectivity in certain areas of Singapore
Level 2. Rookie,Updated on 15 Sep 2020,Purchased,"[Customer Service]
Customer Service officer Theresa was quick in responses and very helpful. Clear information was provided."
Level 2. Rookie,Updated on 03 Sep 2020,Purchased,"Mark from customers service is very helpful and is very efficient!! Keep up the good work Mark! 
[Customer Service]
Very good"
Level 2. Rookie,Updated on 28 Aug 2020,Purchased,Lorejane was super helpful! best customer service ever!! Instant help even at 1030pm on a friday night!!!! wow! superfantastic!!
Level 2. Rookie,Updated on 28 Aug 2020,Purchased,"[Customer Service]
the customer service was very prompt and gave speedy replies that were very helpful, really recommended ☺✨"
Level 6. Master,Updated on 12 Aug 2020,Purchased,"Used to be really good at first before they starting having very aggressive promos for new sign-ups while forgetting about their current customers. Was my first sim only plan but i've since switched. 

Pros:
-Probably the biggest sim only telco
-Customers service response is pretty fast. Don't have to worry about your queries going unanswered 

Cons:
-Completely no reception on trains during peak hours. Which is huge because If i don't use my data during train rides... then where?
-No promos/discounts for existing users"
Level 2. Rookie,Updated on 09 Aug 2020,Purchased,"I have been a Circles.Life subscriber since April 2019. I must say that at the beginning, the quality of service by Circles was easily the best in the industry. Unfortunately, there has been an appalling and rapid decline in service standards since then culminating in my current review. I have encountered many issues with Circles, including overcharging, poor network and other issues, but my recent problem with them (as stated below) have convinced me to leave Circles."
Level 6. Master,Updated on 07 Aug 2020,Purchased,"The plan is super worth the value, great customer service on the app when I face issue with my bills. Can easily access my plan and customize and track usage on the app, the app has a really good user interface for users to navigate around. Moreover, they hold promotions sometimes for users on their app."
Level 3. Wonderkid,Updated on 28 Jul 2020,Purchased,"Very good value for money - however not the best in term of connection and network. Would be great if that can be improved. Otherwise it a pretty good brand with excellent marketing 
[Customer Service]"
Level 2. Rookie,Updated on 24 Jul 2020,Purchased,"I think in terms of network, customer service, ease of porting, and especially the mobile app, Circles.Life has the best to offer!"
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"100GB + rollover data really meets my needs, plus add their awesome customer service representatives that won't let you down."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Network]
Superb 4G quality.
[Customer Service]
I have been Circles.Life customer for more than 2 years and I have never seen such great customer service. 
[Ease of porting]
Super easy porting, just clicks away.
[Mobile App]
The APP is the best thing of Circles.Life. So many features and every month they keep on adding new features to it.
[Billing]
Super easy billing and never got the bill shock."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,Circles.Life is great!  Offers flexible and affordable plans. Customer Service people are responsive and friendly. I'll recommend everyone to use it! :-)
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"Awesome application! Super easy to use , I  would recommend 100% to my Friends and Relatives . Customer service are very friendly, helpful and professional."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Network]
Never had any issues with the network thus far. Even in MRT the 4G runs fine for me.

[Ease of porting]
Porting is very simple and the sim card is sent to you within days of order confirmation and can start using it on the next day.

[Billing]
No hidden fees etc. Customisable plans which made fees and charges flexible based on usage.

[Mobile App]
The app is user friendly and plans can be changed with a touch of a button. Additional features such as Discover allow users to explore new experiences too.

[Customer Service]
Response was fast and friendly."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,Customer Service staff are awesome!!! My issue got resolved immediately :) :) Will surely refer all of my friends and relatives!
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Customer Service]
Excellent customer service. All staff is friendly and efficient in handling customer inquiries. The circle's app is user friendly, very easy to navigate."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Customer Service]
Excellent staff. Very helpful! They're are really indeed called Black belt Experts. Planning to get one more sim because of not only of the service but the employees as well."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,Have been using Circles.Life for almost 10 months now. All is well so far. Customer service is excellent and responsive. The app is also user friendly.
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Mobile App]
Very intuitive app and help me understand my usage very clearly.

[Customer Service]
 Customer service is wonderful and promotions for the new port ins are good. 

Overall satisfied with the plan and good value for your money."
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,"[Network]
great! no issues. good experience

[Customer Service]
great! no issues. good experience

[Ease of porting]
great! no issues. good experience

[Mobile App]
great! no issues. good experience

[Billing]
great! no issues. good experience"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,User Friendly App and Great Customer Service . Also my bill is almost half of what I used to pay with other telco.
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Network]
Use it for gaming all the time! Lagg-less and good pings! Appreciate the consistency as in speeds.
[Customer Service]
Wonderful people, very helpful."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Network]
Stable.

[Customer Service]
Excellent, friendly and thoughtful.

[Ease of porting]"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Ease of porting]
onboarding experience is very wasy.
portin experiences is very easy and smooth
Customer service amazing"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"Everything is solid with Circles.Life! Ease of use on the mobile app with useful features, ease of porting, superb customer service and easy billing - seriously no hassle! I'm a satisfied customer! In fact, my entire family is with Circles.Life! Keep it up!"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"I have been with Circles for over a year now and I have not faced any issues with respect to network, billing or any other hidden charges. The monthly invoice is super transparent unlike any other telco in Singapore.
Since it is completely digital, there is no hassle to contact customer service to disconnect any addon which can be done directly from the app."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Customer Service]

[Billing]
I have not received a $100 bill since I moved to  Circles.Life. It’s amazing! I referred my friends and we’re all just happy with the savings!"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"Stellar customer service! I never had any issues after switching to Circles.Life, two thumbs up! Keep it up!"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Mobile App]
Nothing short of the absolute best mobile app experience: I've been with Circles for 2.5 years & the app only keeps improving - there's loads of thinking put into how to constantly improve the experience (+ on its other lifestyle etc. services beyond the telco experience!)

[Customer Service]
People here care and do their absolute best to put you first - it's not always perfect, no telco is, but these guys work harder than anyone else to put things right all the time.

[Network]
0 issues for the past 2.5 years all around the island - you'd have to be in a bunker in an army camp to run into any real issues"
Level 2. Rookie,Updated on 15 Jul 2020,None,"[Customer Service]
Great service by the circles team. Amazing work. 
[Mobile App]
Funky youthful app with so much to offer and engage. 
[Ease of porting]
So easy to get your number ported in to circles and its very smooth too."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"- Porting over was extremely easy, very seamless. 
- Buying add-ons also very intuitive 
- Purchased from Discover once and it was easy to do
- Haven't used their customer service so can't really comment"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Network]
Never had problems, except one time when M1 network went down. Circles use M1 Network, as good as Singtel, not sure abt StarHub.


[Customer Service]
Best ever. I had problems with my bill (Charged extra for some add-on I did not opt-in for) t"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Customer Service]
Excellent customer service. Whenever I have a problem they have given very quick response.
[Mobile App]
Clean UI and good experience."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Customer Service]
Awesome and fast customer service! Really easy to get a SIM card within minutes!! No long queue n long waiting time!"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"Really smooth porting over process, customer service is prompt and pleasant :)

Never encountered any problems (also their social media content is very entertaining haha)"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Mobile App]
Easy to use with a simple interface. I can get almost everything done just through the app.
[Customer Service]
Fantastic customer service team. Real people, not bots."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"[Customer Service] Best in class customer service

[Ease of porting] Seamless porting

[Billing] Clear billing

[Mobile App] Lots of fun games such as Daily Poll and Movie listings!"
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"By far the best buying experience, online, easy, seamless porting within the day. Most of all, I won't have to wait on the phone with customer service team for small little queries... i can do everything on the app itself."
Level 2. Rookie,Updated on 15 Jul 2020,Purchased,"Great Customer Service.
Hassle-free network coverage.
Exciting rewards and promotions.
Amazing App with new features every week.
Way to go guys.."
