,post_title,post_username,post,reply to
37,"SAF IPPT, IPT & RT Questions...",Calander,u have 8 IPT sessions to find this info out. Or more than 8 session if u are under RT.,"Blahhh wrote: Does RT/IPT still have that brown tag ""specialised training"" which is MMA/spin/Aerobic class? Damn fun leh."
38,"SAF IPPT, IPT & RT Questions...",numbers,"If i MR in june 2018, and my window closes in nov 2018, do i still need to complete RT?",NIL
39,"SAF IPPT, IPT & RT Questions...",Blahhh,"If I have to book and find out myself, whats the point of asking? Besides, my window isn't opened yet. Don't have anything useful to post, keep it to yourself.",Calander wrote: u have 8 IPT sessions to find this info out. Or more than 8 session if u are under RT.
40,"SAF IPPT, IPT & RT Questions...",Jackyg,"Guys I have a question here.  I kena summary trial for not attending ippt/ipt/rt, however I'm perm excuse rmj, which is impossible for me to do any ippt due to medical issue. Is anyone in a similar situation as me? And how do you deal with it?",NIL
41,"SAF IPPT, IPT & RT Questions...",Kyoji83,"The point is if you are not exempt or excused ippt/ipt/rt, you still needs to attend those activities & up to Trainer/Tester to determine what they want to do to you on the spot (may just mark attendance & go home even if it is a waste of time). Now your case is consider AWOL & I will recommend you to think of a sound judgement statement with supporting documents to answer for summary trial to lower the offence. I never been in your situation before, so can't advice you much on this.","Jackyg wrote: Guys I have a question here.  I kena summary trial for not attending ippt/ipt/rt, however I'm perm excuse rmj, which is impossible for me to do any ippt due to medical issue. Is anyone in a similar situation as me? And how do you deal with it?"
42,"SAF IPPT, IPT & RT Questions...",vasilli07,"Unless you reach the age of 40, you can't MR in June. If your last ict is in June, then you will MR on 1st April the following year.  As for whether you need to complete your RT, it's up to you if you want to take a chance. If the charge letter comes after 1st April, then you will be free. If not, you may have to go face a charge before you can MR.","numbers wrote: If i MR in june 2018, and my window closes in nov 2018, do i still need to complete RT?"
43,"SAF IPPT, IPT & RT Questions...",Calander,the point is there is no rush in getting an answer,"Blahhh wrote: If I have to book and find out myself, whats the point of asking? Besides, my window isn't opened yet. Don't have anything useful to post, keep it to yourself."
44,"SAF IPPT, IPT & RT Questions...",Zetrio2006,Can retake as many times as you want but only the first 3 ippt will be paid.,"goatnatus wrote: Hi, I would like to ask if I could retake my IPPT again before my birthday if I were to fail."
45,"SAF IPPT, IPT & RT Questions...",numbers,"huh why must wait till april following year when my MR ceremony this year? i thought go MR ceremony, get cert can liao?? still must wait till following for what sia?","vasilli07 wrote: Unless you reach the age of 40, you can't MR in June. If your last ict is in June, then you will MR on 1st April the following year.  As for whether you need to complete your RT, it's up to you if you want to take a chance. If the charge letter comes after 1st April, then you will be free. If not, you may have to go face a charge before you can MR."
46,"SAF IPPT, IPT & RT Questions...",vasilli07,Because SAF work year starts on 1st Apr and ends on 31st March.,"numbers wrote: huh why must wait till april following year when my MR ceremony this year? i thought go MR ceremony, get cert can liao?? still must wait till following for what sia?"
47,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Have a qn here. I booked an IPPT session today but not feeling well. NS Portal is down for maintenance also so I can't book another session yet. Will I get penalised for booking but not showing up? Or no prob, just book another session before my window closes?  Also, I ORD late-Nov 2016, so currently am I 0th or 1st year?",NIL
48,"SAF IPPT, IPT & RT Questions...",helloworld321,November to your first birthday is 0.,"Nuclear Boy wrote: Have a qn here. I booked an IPPT session today but not feeling well. NS Portal is down for maintenance also so I can't book another session yet. Will I get penalised for booking but not showing up? Or no prob, just book another session before my window closes?  Also, I ORD late-Nov 2016, so currently am I 0th or 1st year?"
49,"SAF IPPT, IPT & RT Questions...",quanyou,"Any kind soul pls help to answer this:  I booked an IPT-IPPT next week, but i can only book one session. Cos i am thinking about booking the whole 10 session one short. The system does not allow me to do so. I very long never take IPT, is it the system changed?",NIL
50,"SAF IPPT, IPT & RT Questions...",assasinsinc,Hi there  Any brothers knw which area to report for ipt at bishan amk park? First time doing ippt at the park  Thanks,NIL
51,"SAF IPPT, IPT & RT Questions...",assasinsinc,"Sorry bro u still got to do ippt. I was like u also as i was temp excuse for rmj due to back problem. Called ns hotline and refer my case to some cso. They email me back stating im still liable for ippt as i wasnt excuse from ippt/ipt/rt. They told me see m.o n “discuss” my status. I was like wtf?! Gv me rmj n expect me to do 2.4km bt sadly i LL must do ippt or not kena charged. I also dont wanna risk it cos i still can perform ipt which is way better than rt My advice to u is go see ur specialist for a letter n when go for trial explain ur condition to the DO. Talk nicely n maybe he might reprimand u. Bt if u really got legit medical problem, book a medical appointment and see MO for another medical review","Jackyg wrote: Guys I have a question here.  I kena summary trial for not attending ippt/ipt/rt, however I'm perm excuse rmj, which is impossible for me to do any ippt due to medical issue. Is anyone in a similar situation as me? And how do you deal with it?"
52,"SAF IPPT, IPT & RT Questions...",Kyoji83,,"assasinsinc wrote: Sorry bro u still got to do ippt. I was like u also as i was temp excuse for rmj due to back problem. Called ns hotline and refer my case to some cso. They email me back stating im still liable for ippt as i wasnt excuse from ippt/ipt/rt.  They told me see m.o n “discuss” my status. I was like wtf?! Gv me rmj n expect me to do 2.4km bt sadly i LL must do ippt or not kena charged. I also dont wanna risk it cos i still can perform ipt which is way better than rt  My advice to u is go see ur specialist for a letter n when go for trial explain ur condition to the DO. Talk nicely n maybe he might reprimand u. Bt if u really got legit medical problem, book a medical appointment and see MO for another medical review"
53,"SAF IPPT, IPT & RT Questions...",Nightscapez,"Hi, i am going to get 20RT cause i fail my previous IPPT.. first time RT here.. Where is the nearest RT to hougang? and what time usually does it start/end? what do i have to bring/do there?  sorry for the noob question",NIL
54,"SAF IPPT, IPT & RT Questions...",Uramasa,"thanks, Bro!","Calander wrote: drive into the checkpoint just after the guardroom and pass ur IC to them for them to check on the nominal roll if ur name is there.  carpark is at the open area just beside the FCC. u can ask the checkpoint IC if in doubt.  lastly, in-pro at the FCC counter at ur session timing."
55,"SAF IPPT, IPT & RT Questions...",Calander,forgotten to add on.. make sure u do have the sms notification in your phone in case your name is not in the nominal roll,"Uramasa wrote: thanks, Bro!"
56,"SAF IPPT, IPT & RT Questions...",Calander,"nearest FCC for RT will be Khartib (list of RT venues can be found in your RT booking page). at the booking page will show u the session timings be in your PT attire when reporting to FCC, and no slippers/sandals to be worn into the camp. activity wise will be normal physical training and u can choose from the various kinds of training - running (red tag), games (orange tag), cardio/statics (blue) etc etc... or if you BMI considers u as being overweight, your tag will be standard green.","Nightscapez wrote: Hi, i am going to get 20RT cause i fail my previous IPPT.. first time RT here.. Where is the nearest RT to hougang? and what time usually does it start/end? what do i have to bring/do there?  sorry for the noob question"
57,"SAF IPPT, IPT & RT Questions...",Nightscapez,"thank you, i just call NS hotline and check, they say got 7:30 time slot. i wonder i end work at 6:30 from tanjong pagar can reach there in time with public transport not..","Calander wrote: nearest FCC for RT will be Khartib (list of RT venues can be found in your RT booking page).  at the booking page will show u the session timings  be in your PT attire when reporting to FCC, and no slippers/sandals to be worn into the camp.  activity wise will be normal physical training and u can choose from the various kinds of training - running (red tag), games (orange tag), cardio/statics (blue) etc etc... or if you BMI considers u as being overweight, your tag will be standard green."
58,"SAF IPPT, IPT & RT Questions...",Calander,in this case i suggest u go Maju Camp instead,"Nightscapez wrote: thank you, i just call NS hotline and check, they say got 7:30 time slot. i wonder i end work at 6:30 from tanjong pagar can reach there in time with public transport not.."
59,"SAF IPPT, IPT & RT Questions...",egotisc,"Hi there, hoping for some advice on the following. If my last ICT was in June 2017 and my MR is in Apr 2018, do I need to clear my IPPT if my window closes in June 2018? If so, and I fail, am I subjected to RT?",NIL
60,"SAF IPPT, IPT & RT Questions...",Calander,"No. As the official cut-off for any IPPT window is every Apr. For your case, your MR is already at Apr and therefore, u are no longer subjected to any Mindef activities unless u have been recalled from the MR list.","egotisc wrote: Hi there, hoping for some advice on the following. If my last ICT was in June 2017 and my MR is in Apr 2018, do I need to clear my IPPT if my window closes in June 2018? If so, and I fail, am I subjected to RT?"
61,"SAF IPPT, IPT & RT Questions...",assasinsinc,Hi anybody?,assasinsinc wrote: Hi there  Any brothers knw which area to report for ipt at bishan amk park? First time doing ipt at the park  Thanks
62,"SAF IPPT, IPT & RT Questions...",Calander,"is opposite Macdonals, across the ""river"".. where u can see some open shelter.  if u are standing at mac, it is somewhere at your 10 o'clock direction.",assasinsinc wrote: Hi anybody?
63,"SAF IPPT, IPT & RT Questions...",LEUMAS,"Hi guys. If I attend 10 sessions of ipt inclusive going for 1st session and last session of ippt, but did not fulfil the ppt standard. Am I still considered to have clear my ippt obligations?",NIL
64,"SAF IPPT, IPT & RT Questions...",Calander,yes. regardless pass or fail.,"LEUMAS wrote: Hi guys. If I attend 10 sessions of ipt inclusive going for 1st session and last session of ippt, but did not fulfil the ppt standard. Am I still considered to have clear my ippt obligations?"
65,"SAF IPPT, IPT & RT Questions...",lefthand,"hi guys, can check nowadays still have games for RT? went maju 3 times but always only blue and red.",NIL
66,"SAF IPPT, IPT & RT Questions...",lefthand,any idea which FCC have?,OBiker1 wrote: depens on fcc
67,"SAF IPPT, IPT & RT Questions...",freedom-strike,"Looks like it has been raining on and off since the start of the new year till now, hence any attempts for ippt shall be postponed till further notice.  When do you guys think will be a good time to attempt ippt?",NIL
68,"SAF IPPT, IPT & RT Questions...",TKR1992,"Hi, the information that you provided previously was incorrect. Please refer to the following: https://www.ns.sg/web/portal/nsmen/h...idelines-rt/rt Quote: In the event that D is more than 20, it will be capped at 20. You will not have to take RT but must attempt at least 1 IPPT (i.e. Non-ICT IPPT or ICT IPPT) in your IPPT Window. IPPT is also conducted on the 8th, 14th and 20th RT sessions (also known as RT IPPT). But if there are less than 8 RT sessions, RT IPPT will be held on the last session. Hence, the correct answer is :In window 16/17, I only have to attend 7 RT sessions, and the 7th session will be my RT-IPPT. I will not be a defaulter in the following window.","almondNeo wrote: Let me emphasis, you attempted 13 IPPT in window 15/16 and failed and you're required to attend 7 RT in window 16/17. In window 16/17, the criteria to complete RT, as mentioned by Calander also, is the completion of the sessions required PLUS 1 attempt of IPPT.  Given that you'll only require 7 sessions of RT, there won't be any 8th sessions for you hence you won't be able to book your IPPT. Hence, you'll be deemed as IPPT defaulter in window 16/17 and congrats, 20 sessions of RT is waiting in window 17/18."
69,"SAF IPPT, IPT & RT Questions...",TKR1992,"Hi, please see my previous post to correct your misunderstanding on this matter.","Calander wrote: Take note...  Conditions to enter RT -  1. Failed or defaulted your Individual Physical Proficiency Test (IPPT) in your previous window, or 2. Did not complete your IPPT Preparatory Training (IPT) in your previous window  U will still need to do RT even if u have had 20 IPPTs due to clause (1) mentioned above.  However, conditions to complete RT -  You must attend all required sessions of RT with at least 1 RT IPPT attempt, all within your current window. You can also fulfil your RT requirements earlier by passing an In-Camp Training (ICT) IPPT or either of your first 2 RT IPPT sessions.   The 1st RT-IPPT will be on the 8th.   Bottomline... is there any reason which u want to challenge the system which has been tweaked from 9mths to 12mths to complete IPT, with only a need to complete 10sessions instead of (10+8) , plus all IPT sessions has a 1/2 svc pay?  You may like to feedback to your constituency's MP, CMPB or Mindef if this revised system is still an issue to you.  Pls recognise the effort that Mindef has implemented. If everything a person wants to challenge, there will never be satisfaction.  N also, what is so wrong about to just go for 10 IPTs?"
70,"SAF IPPT, IPT & RT Questions...",Calander,"your posts was from a long time ago btw.  whether was it a misunderstanding or not, thanks for you in pointing it out if you have understood the system.  still, i think u do not understand the post that we had replied to your query.","TKR1992 wrote: Hi, please see my previous post to correct your misunderstanding on this matter."
71,"SAF IPPT, IPT & RT Questions...",TKR1992,"Calander wrote: y not u try and test the system? and service pay is only given for a max. of 3 IPPT sessions. whereas all IPTs and RTs are payable. let us know after u done with 20 IPPTs, and were u being charged. Hi, yes you can do this. The rule is 20-D, and 20-20 = 0, so you do not need to do any RT. You will not be charged. However, you must still attempt 1 IPPT in the next window. PS: Sorry for the late reply. Took many months to attempt all those IPPTs sessions.",Supporter wrote: lol then like that go 20 IPPTs.  do 1 sit up 1 push up walk 30 min 2.4km for 20 times can clear everything
72,"SAF IPPT, IPT & RT Questions...",TKR1992,"Hi, sorry for the (very) late reply. My window only just passed, and I was only able to confirm this recently. My query was in relation to the 20-D rule. Specifically, what happens if you take IPPT a lot of times, and D is like 15, 18, or even 20. Perhaps quoting your entire post was confusing. Take note of the underlined part: Take note... Conditions to enter RT - 1. Failed or defaulted your Individual Physical Proficiency Test (IPPT) in your previous window, or 2. Did not complete your IPPT Preparatory Training (IPT) in your previous window U will still need to do RT even if u have had 20 IPPTs due to clause (1) mentioned above. The correct answer is: You will not need to do RT if you have attempted IPPT 20 times, but you still need to attempt IPPT once in your next window.","Calander wrote: your posts was from a long time ago btw.  whether was it a misunderstanding or not, thanks for you in pointing it out if you have understood the system.  still, i think u do not understand the post that we had replied to your query."
73,"SAF IPPT, IPT & RT Questions...",Calander,"thanks for highlighting this point for clarity sake. anyway in this case, only the first 3 IPPT will be entitled to 1/2 service pay. whereas all 10x IPT or up to 20x RT sessions has this service pay. therefore, whether to do 20x IPPT to substitute for 20x RTs is another simple question to think about. bottomline is, nobody will ever do 20x IPPTs","TKR1992 wrote: Hi, sorry for the (very) late reply. My window only just passed, and I was only able to confirm this recently.  My query was in relation to the 20-D rule. Specifically, what happens if you take IPPT a lot of times, and D is like 15, 18, or even 20.  Perhaps quoting your entire post was confusing. Take note of the underlined part:    The correct answer is: You will not need to do RT if you have attempted IPPT 20 times, but you still need to attempt IPPT once in your next window."
74,"SAF IPPT, IPT & RT Questions...",TKR1992,"Nobody except me maybe? That's why when I asked, no one could answer as it is a rarely-encountered scenario. Yes, only the first 3 IPPT are paid. But the amount to me is really insignificant, that's why this wasn't a factor at all. (It may be to other people though) Due to real life commitments, I was really free last year, but knew I would be really busy this year. That's why I wanted to do more sessions last year to reduce my obligation for this year. Furthermore, I find IPPT much more ""chill"" than RT. You don't have to follow the pace of the instructors. In extreme case, you can even do what Supporter said: 1 sit up 1 push up walk 30 min 2.4km. Whereas RT is more ""siong"". (I guess this is subjective though? Some people chill their way through RT also) All in all, I'm happy things worked out, and just like to share this info with other people who may encounter same scenario as me.","Calander wrote: thanks for highlighting this point for clarity sake. anyway in this case, only the first 3 IPPT will be entitled to 1/2 service pay. whereas all 10x IPT or up to 20x RT sessions has this service pay.  therefore, whether to do 20x IPPT to substitute for 20x RTs is another simple question to think about.  bottomline is, nobody will ever do 20x IPPTs"
75,"SAF IPPT, IPT & RT Questions...",Calander,"fair enough. but still, considering in just having to do 10x IPTs rather than 20x IPPT or RTs... 20x IPPTs still worthy in your opinion?","TKR1992 wrote: Nobody except me maybe? That's why when I asked, no one could answer as it is a rarely-encountered scenario.  Yes, only the first 3 IPPT are paid. But the amount to me is really insignificant, that's why this wasn't a factor at all. (It may be to other people though)  Due to real life commitments, I was really free last year, but knew I would be really busy this year. That's why I wanted to do more sessions last year to reduce my obligation for this year.  Furthermore, I find IPPT much more ""chill"" than RT. You don't have to follow the pace of the instructors. In extreme case, you can even do what Supporter said: 1 sit up 1 push up walk 30 min 2.4km. Whereas RT is more ""siong"". (I guess this is subjective though? Some people chill their way through RT also)  All in all, I'm happy things worked out, and just like to share this info with other people who may encounter same scenario as me."
76,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"I did my IPPT last week (for prev window) and failed. Now current window till next year is 19 RT sessions.  On the website, it states 1st, 8th and 20th session are RT-IPPT. Now that one session is taken off (20-1=19), does that mean my 1st and 8th RT are IPPT sessions and that's it? Or the 20th session IPPT shifted onto an earlier session?",NIL
77,"SAF IPPT, IPT & RT Questions...",TKR1992,"Total number of sessions would still be 20 over 2 years whether you do IPT, IPPT, or RT. (if you fail all the way) The difference, as you pointed out, is the entitlement to service pay, and the timing of these session. I merely chose to do more sessions last year to lessen the burden this year. I do agree most people would prefer to spread out 10 sessions each year (plus get paid too!)","Calander wrote: fair enough. but still, considering in just having to do 10x IPTs rather than 20x IPPT or RTs...  20x IPPTs still worthy in your opinion?"
78,"SAF IPPT, IPT & RT Questions...",Cookie Muncher,Ippt no more rank pay? I only receive my ippt award,NIL
79,"SAF IPPT, IPT & RT Questions...",hexengeist,Guys. I need help. I just called maju fcc they tell me IPPT only got 5pm slot and 7pm slot is for RT kind. Is it true?,NIL
80,"SAF IPPT, IPT & RT Questions...",Calander,https://www.mindef.gov.sg/oms/iminde..._as_nsmen.html  https://www.mindef.gov.sg/oms/iminde...s/afc/fcc.html  2 links for u to refer,hexengeist wrote: Guys. I need help. I just called maju fcc they tell me IPPT only got 5pm slot and 7pm slot is for RT kind. Is it true?
81,"SAF IPPT, IPT & RT Questions...",Calander,all counts minus one,"Nuclear Boy wrote: I did my IPPT last week (for prev window) and failed. Now current window till next year is 19 RT sessions.  On the website, it states 1st, 8th and 20th session are RT-IPPT. Now that one session is taken off (20-1=19), does that mean my 1st and 8th RT are IPPT sessions and that's it? Or the 20th session IPPT shifted onto an earlier session?"
82,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,So means 1st ses IPPT - RT till 8th ses IPPT then the rest till ses 19 is RT?,Calander wrote: all counts minus one
83,"SAF IPPT, IPT & RT Questions...",Calander,"this is what the '20-D' means. if unsure on the meaning of 'D', i strongly suggest u to do a simple goggle search on IPPT, IPT, RT requirements.",Nuclear Boy wrote: So means 1st ses IPPT - RT till 8th ses IPPT then the rest till ses 19 is RT?
84,"SAF IPPT, IPT & RT Questions...",hexengeist,Hi guys pls help me.  My bday 29th jan. Den 30th jan i go take my ippt. I book the first session ipt slot cos there put 1st ipt is ippt. I got silver but so far until now i no receive sms say i clear my 18/19 window liao. May i know usually how long ah. The ns sg also no update my attendance,NIL
85,"SAF IPPT, IPT & RT Questions...",Calander,it takes about 3 working days for processing. u will receive an SMS saying that u have fulfilled your IPPT requirements.,hexengeist wrote: Hi guys pls help me.  My bday 29th jan. Den 30th jan i go take my ippt. I book the first session ipt slot cos there put 1st ipt is ippt. I got silver but so far until now i no receive sms say i clear my 18/19 window liao. May i know usually how long ah. The ns sg also no update my attendance
86,"SAF IPPT, IPT & RT Questions...",Joybundle,"Hey guys, if i pass my IPT-IPPT which is the first session, does it also means i've clear the window too?",NIL
87,"SAF IPPT, IPT & RT Questions...",yongster84,"Hi guys, may I know if we will receive rank pay for weekend IPT/RT?",NIL
