32,"ah long, ah long san /long sahn, lɒŋ sɑn/ n. [poss. Hk. 狼 lông a wolf (Medhurst); Mand. láng wolf (Chi.–Eng. Dict.); compare Hk. 豺狼 ch’haê lông (Medhurst); Mand. cháiláng jackals and wolves – cruel and evil people (Chi.–Eng. Dict.) + poss. Hk. 山 sân a hill (Medhurst); Mand. shān hill, mountain (Chi.–Eng. Dict.)]  An illegal moneylender, a loan shark.
1998  The Straits Times, 19 July, 1 Ah Longs cut short credit lines [title] .. A resident.. has obviously defaulted on his loan from an ‘ah long’, or loan shark. 1998 The Straits Times, 19 July, 3 A friend set up the meeting with the Ah Long (loan shark in Hokkien)..  2001 The Straits Times, 6 January, H13 He was visiting ah longs (loansharks) and he had to bring his girlfriend along as a guarantor!  2003 Tan Shzr Ee (quoting Anthony Teo) The Sunday Times, 5 October, L2 Ah Long San, triad boss, gangster.  I’ve done all the bad guys..  Bad guy more interesting, I can be more expressive.  2006 The Straits Times (from Straits Times Interactive), 20 March. Ah Longs not having it easy now [title].. He used to be a loan shark or Ah Long, and the headman for Ang Soon Tong secret society. He ran an illegal moneylending business for 30 years, making up to $20,000 a day when times were good in the early 1990s. .. Sighing in resignation, he summed up the bad times loan sharks were facing these days in Hokkien: ‘Ah long pai tan’.  2006 Faith Teo The New Paper, 26 December, 10 Ah Long Version 2.0 [title].. Three years later, in 2001, Chua’s loanshark brother, Tiong Tiong (he was known as Ah Long San) was jailed for 10 years. .. [L]oansharks have been increasingly switching to high technology to cover their tracks. In the old days, loansharks and borrowers met in coffeeshops, often in Geylang – to discuss the terms of a loan, hand out money, and collect repayments. .. These days, communication by handphone is enough. That way, the loanshark maintains his anonymity. And runners no longer wait outside homes to confront debtors. Surprise “gifts” of pig heads are a thing of the past. Now, they deliver “hell notes” to the debtor and his neighbours through their post boxes. Others splash paint on doors in the dead of the night.",ah long,monylender,0
33,"ah pek /pe, pɛ/ n. [Hk. 伯 pek a superior, an elder; (vernacular) 阿伯 an păyh an uncle (Medhurst); Mand. bó father’s elder brother, uncle (Chi.–Eng. Dict.)]  Also ah peh.  A middle-aged or elderly man.
2000 Cheong Suk-Wai The Sunday Times (Sunday Plus), 3 September, 3 Lurking ah cheks, ah peks and ah sohs.  2000 Cheong Suk-Wai The Sunday Times (Life! This Weekend), 28 September, 6 A mangy bunch of ah peks, ah cheks and ah tees making a beeline there.  2001 Tan Shzr Ee The Sunday Times (Sunday Plus), 22 April, P8 Ah peks (old uncles) sitting on newspapers laid over dew-covered park benches sigh mournfully into the morning air.  2001 Matthew Pan (quoting Nasir bin Kiram) The Straits Times (National Day Special 2001), 9 August, 9 We passed motion into a bucket, and an old ah pek collected the bucket the next morning.  2002 The Straits Times (Life! This Weekend), 12 April, L22  I often see ah peks at kopitiams shaking their legs while enjoying their kopi.  [2006 William Gwee Thian Hock A Baba Malay Dictionary 22 ah pek [阿伯] term of address for an elderly Chinese gentleman]",ah pek,superior,1
37,"air-con /air-kon, ˈɛːkɒn/ n., v. & a. [Eng., abbrev. of air-conditioner, air-conditioning] Also aircon.  A n. Air-conditioner.  B v. Install an air-conditioner; cool a room using an air-conditioner.  C a. Air-conditioned, cooled by air-conditioning.
A 2000 Teo Pau Lin (quoting Dasmond Koh) The Sunday Times (Sunday Plus), 3 December, P26 People think we just.. enjoy the air-con.  2005 ‘Mr Brown’ (Lee Kin Mun) Today, 6 May, 32 [F]ewer people will loiter.. less air-con will be used. Added cost savings!  2005 Tay Yek Keak The Sunday Times (from Straits Times Interactive), 7 August. I hear complaints every day. Half of them in my head, from me complaining about me to me. At first they sound very irritating. Then they turn into a droning noise like an air-con that’s been running too long. Then they gain a rhythm. Now, they’re background music I cannot shake off. ..  2007 Neil Humphreys Weekend Today (from Todayonline.com), 20 January. Singapore might be a fine city but it’s also a humid one, so don’t even think about messing with their air-con.  B 2005 ‘Mr Brown’ (Lee Kin Mun) Today, 22 April, 30 There will still be security cameras in our casinos, but at least the place will be aircon-ed.  2006 Colin Goh The Sunday Times (LifeStyle) (from Straits Times Interactive), 18 June. Wouldn’t this be a more pleasant experience if they air-conned the whole stadium?  C 1987 Toh Paik Choo On the Buses 16 Air-con buses.  2003 ‘Mr Brown’ (Lee Kin Mun) Today, 5 December, 54 Apparently, there are soldiers out there who believe the new IPPT (Individual Physical Proficiency Test) in an aircon gym is not a good thing.  2005 ‘Mr Brown’ (Lee Kin Mun) Today, 18 March, 36 [W]e decided to stick to the air-con places.",air-con,air conditioner,1
38,"air-level /air-le-vəl, ˈɛːˌlɛvəl/ n. [< Eng., mispron. of A-level (examinations)] derog. mil. slang. A person educated up to the General Certificate of Education (GCE) Advanced Level standard; fig. a person perceived to be more intelligent than oneself, a smart-aleck.
1991 Valerie Tan The Straits Times (Section 3), 9 August, 19 air-level – a person with A levels.  1994 C.S. Chong NS: An Air-Level Story [back cover] Air Level.. Army lingo for A-level. An obvious corruption used to ridicule A-Level trainees when they failed to meet commanders’ expectations.  7 I have tried to bring them to life in their ‘Air Level’ mindset, complete with all their strengths, weaknesses and language.  64 He said he was not afraid of ‘Air-Levels’.",air-level,A-level,1
39,"aiyah /ı-yah, ʌɪˈjɑː/ int. [Mand. 哎呀 āiyā]  An exclamation used at the beginning of a sentence to expr. consternation, despair, dismay, exasperation, etc.
1989 David Henry Hwang M. Butterfly Aaaa-ya! How can you use such sickening language?  1991 Valerie Tan The Straits Times (Section 3), 9 August, 19 aiyah! – [exasperated exclamation], from Chinese.  2000 Cheong Suk-Wai (quoting Sim Bak Sun) The Straits Times (Life! This Weekend), 13 July, 7 Aiyah, what to do, I was not smart enough for higher studies.  2000 Diane Tan (quoting Patricia Mok) The Straits Times (Life!), 4 September, 20 Aiya, the people around us thought we were acting. 2000 Cheong Suk-wai The Straits Times (Life!), 25 November, L12 Aiya, your father will be harvesting his cherry tomatoes as usual.  2002 “Nine Made Instant Millionaires” (quoting Lim Leng Beng) The Straits Times, 26 February 1 Aiyah, bought at the wrong place.  2006 Colin Goh The Sunday Times (from Straits Times Interactive), 12 March. ‘Aiyah,’ sighed the Wife. ‘I guess people don’t believe you’re a real star unless you dress like one.’  2006 Ben Nadarajan & K.C. Vijayan (quoting Lawrence Lai) The Straits Times (from Straits Times Interactive), 27 April. Aiyah, it’s you again.  2006 Cheong Suk-Wai (quoting Khalid Mohamad Jiwa) The Sunday Times (from Straits Times Interactive), 20 August, L4 “Aiyah, you ahhh,” he drawls in a chiding tone, before breaking into throaty chuckles.",aiyah,dismay,0
40,"aiyoh /ı-yoh, ʌɪˈjəʊ/ int. [Mand. 哎哟 āiyō]  An exclamation expr. concern, consternation, dismay, frustration, surprise, etc.
2000 Karamjit Kaur The Straits Times, 15 February, 44 Aiyoh, that’s all is it?  2000 Teo Pau Lin (quoting Dasmond Koh) The Sunday Times (Sunday Plus), 3 December, P26 Aiyoh, we sound so guai (decent)!  2006 Juliana June Rasul (quoting Sheila Majid) Today, 25 July, 30 Aiyoh! Don’t call me that [a veteran] lah. Macam (like) pensioner lah.",aiyoh,dismay,0
48,"alamak /ah-lah-mahk, ɑlɑˈmɑk/ int. [poss. ‘mother of God’: the Virgin Mary < Mal. ala high, exalted (Wilkinson) < Arab. اله ala to deify, make a god of; to become a deity, a godhead; to deify oneself; or Mal. Allah God, Allah < Arab. الله allāh Allah, God (as the One and Only) (Wehr) (ال al the + الاه ilāh a god, a pagan deity (Johnson); أله ālih (pagan) god (Wehr)) + Mal. mak mother, aunt; compare Kristang alamah (surprise) Mother of God! (Scully & Zuzarte)]",alamak,exclamation,0
52,"amacam /ah-mah-chahm, ɑmɑˈtʃɑm/ int. [Mal. a(pa) macam what kind of; how; what (Wilkinson); what’s this?, what’s up? (Winstedt): apa how, somehow, somewhat, what, which (Wilkinson: see quot. 1955 below) + macam, macham sort, type, kind, like (Wilkinson); kind, sort, quality; like (Winstedt, who says the word is Tam.)]",macam,which,0
57,"ang moh /ahng mor, ɑŋ mɔː/ n. & a. [< Hk. 红毛(鬼 âng mô (kwúy): âng red, of a red colour + mô hair, the hair of the head and eyebrows + kwúy a ghost, a spirit, a demon, an imp (Medhurst); Mand. hóng red + máo hair + guǐ ghost, spirit, apparition (Chi.–Eng. Dict.)]",ang moh,white,1
60,"angkat /ahng-kaht, ˈɑŋkɑt/ v. [Mal., lift, raise, carry up < mengangkat-angkat to flatter, over-praise]  Flatter; curry favour with; do things for a person to obtain privileges, a promotion, etc.  Also transl. into Eng. as Carry.
2000 Tee Hun Ching The Sunday Times (Sunday Plus), 2 April, 14 I’m proud that I got my assignments through honest work. I don’t know how to angkat (Angkat is Malay for curry favour) people.",angkat,flattery,1
64,"angpow /ahng-pow, ɑŋˈpaʊ/ n. [Hk. 红 âng red, of a red colour + 包 paou to include, to inclose; 勹 paou to bundle up (Medhurst); Mand. 红 hóng red + 包 bāo bundle, package, pack, packet, parcel (Chi.–Eng. Dict.)] Also ang pow.   Hongbao.
2004 Krisse Tan Today (Festive Special), 10 December, 8 Thankfully for me, many of my relatives have taken to giving me ang pows or gift vouchers in the past several years.",angpow,packet,1
65,"anyhow adv. [Eng., in any way or manner whatever, or however imperfect; in random fashion, unmethodically]  Carelessly, recklessly.
2003 Tan Shzr Ee (quoting David Wee) The Sunday Times (LifeStyle), 21 December, L11 Careful. Don’t anyhow say. Must check first.",anyhow,whateevr,0
72,"ar ka liau /kah liow, kɑː liaʊ/ v. & a. [Hk. k’hăh a colloquial particle: see Ar Ka Chi + 了 leáou finished, done; determined; fully comprehended (Medhurst); Mand. liǎo ended, finished, settled, disposed of (Chi.–Eng. Dict.)]  A v. Make a great effort to find favour with.  B a. Of a person: highly amenable to flattery; of two or more persons: closely acquainted to the extent of doing favours for each another.
A 1978 Leong Choon Cheong Youth in the Army 303 a ka liau. An extension of the meaning of ar. The two additional words mean to the end, to the limit. The phrase therefore means ‘get into favour with someone to the limit’. This is actually a superlative of ar.  B 1985 Michael Chiang Army Daze 33 Ar ka liau (Hokkien) One who is totally ar-gable.",ar ka liau,determined,1
77,"argable a. [Hk. Ar + Eng. –able] Of a person: one whose favour it is possible to get into, easily flattered.
1978 Leong Choon Cheong Youth in the Army 303 argable. One you can get into favour or ar with: fusion of Hokkien and English.  1985 Michael Chiang Army Daze 33 Ar ka liau (Hokkien) One who is totally ar-gable.",argable,easily flattered,1
78,"arrow v. [Eng., poss. f. the practice of drawing or stamping an arrow on a document against a name to direct the document to that person for his or her attention] freq. mil. slang  Assign, delegate (esp. an unpleasant task); direct, order.
2003 ‘Pak Cham Kai’ Talkingcock.com <http://www.talkingcock.com/html/article.php?sid=1289>, 14 December. The chao ang mor all arrow me to come because they were damn sian of their hard tack and hojjiber MRE [Meal, Ready-to-Eat]. Then got one of their occifer saw me making Maggi mee in the barracks, and arrow me to come and make for them.  2005 Hong Xinyi The Sunday Times (from Straits Times Interactive), 19 June. Arrow. Army use: In army administrative practice, a tiny arrow is stamped next to the name of the person in charge in official documents. Civilian use: To delegate an unpleasant job to somebody. If you are the person being given such a task, the correct response is ‘I kena arrow’. Example: My colleague fell ill, so I kena arrow by my boss to write this boring proposal for the client.  2010 Niki Bruce The Sunday Times, 12 December, 33. “I can’t meet you for lunch tomorrow,” said a new colleague. “I’ve been arrowed to work on that NDP [National Day Parade] project.” .. I asked a fellow expat who’d been here a bit longer what it meant. Apparently, my friend had been asked by a senior editor to work on a project. I assumed that the “arrow” in question was a pointed finger, but apparently the term has been borrowed from the military.",arrow,assign,0
87,"atas /ah-tahs, ɑːˈtɑs/ a. [Mal., position over or above (Wilkinson); above in height, on (land, ship, bank, mound), over (people) (Winstedt)]  1 Arrogant, snobbish.  2 High-brow, sophisticated.
1 2003 Colin Goh The Sunday Times, 12 October, L18 I’m a supporter of good English (if only to thumb a nose at atas Westerners and bananas).  2003 Colin Goh The Sunday Times (LifeStyle), 23 November, L18 Why you so atas, see me no up?  2004 Colin Goh The Sunday Times (LifeStyle), 22 August, L14 ‘Wah lau, you’re such an atas wanker,’ snorted the Wife in disbelief.  2005 Tor Ching Li (quoting Prime Minister Lee Hsien Loong) Weekend Today, 14–15 May, 10 When you speak (Chinese with) good hanyu pinyin pronunciation, nobody thinks you are being sikit atas (Malay for snobbish). It’s okay. But, when you speak good English then people think .. maybe you don’t fit in. So, you water down and try to fit in your English and be friends with people.  2007 Paul Jacob The Straits Times (from Straits Times Interactive), 10 November. Since when did S’poreans become so ‘atas’? [title] .. Since when did some of us become so ‘atas’, so superior, that we can no longer be tolerant and accommodating of those who are helping do the labour that will make this place grow, become more vibrant and attractive.  2 2006 Jeanine Tan (quoting Kumar) Today, 4 January, 33 I love the limelight. I want to be Oprah Winfrey, but the lonely, poor version. I want to go atas (Malay for high-brow). ",atas,snobbish,2
91,"attend B n. [Eng., poss. < attend v. of a medical man: to pay professional visits to (a patient)] mil.  1 Medical leave assigned by an army medical officer putting a soldier on light duties.  2 The state of being issued with an attend B medical certificate; on light duties.  3 A soldier who is on attend B status.
1 1985 Michael Chiang Army Daze 33 Attend B. Doctor’s prescription. Means a soldier can only perform light duties – but cannot switch off.  2004 Col. Bernard Toh Today, 25 May, 10 ‘Attend B’ medical leave means that the serviceman can undergo non-physically demanding training activities or perform light duties. 2 1994 C.S. Chong NS: An Air-Level Story 135 Attend B/C. Types of medical conditions. .. B is a case of excuses from specific physical tasks, eg. running.  3 1994 C.S. Chong NS: An Air-Level Story 45 We heard that there were Attend B recruits deployed in various parts to masquerade as the enemy.",attend B,medical leave,1
106,"bag of balls n. phr. [Eng., origin unkn.] mil. slang  See quot. 1978.  Compare Sai Kang.
1978 Leong Choon Cheong Youth in the Army 303 bag of balls. A dirty job handed over under pressure of rank.",bag of balls, A dirty job handed over under pressure of rank.,0
115,"balek /bah-lek, ˈbɑːlɛk/ v. [Mal. balek, balik to return, to go back (Ridhwan)]  Return to one’s place of residence, go home.",balek,return,1
117,"balls drop a. [Eng.]  Frightened, scared, shocked, terrified.  See also Balls Shrink.
1978 Leong Choon Cheong Youth in the Army 303 balls drop, balls shrink. Loss of nerve, particularly when confronted by a high-ranking, authoritarian figure or by a terrifying situation. .. ‘Balls’ is of course a vulgarism for testicles. .. The ‘balls’ obsession springs from anxiety about loss of masculinity or virility.  1985 Michael Chiang Army Daze 34 Balls drop.. It means loss of nerve; fear. E.g., ‘Want to apply for day off, see Encik’s face straight away balls drop.’ (Translated, I had intended to make an application for a day’s leave but lost my nerve when I caught sight of the Company Sergeant Major’s stern demeanour.)",balls drop,scared,0
118,balls shrink. a. [Eng.]  Balls Drop.,balls shrink,scared,0
126,"bang balls v. phr. [Eng. transl. of Hk. pong kan]  Pong Kan.
1978 Leong Choon Cheong Youth in the Army 303 bang balls. To feel frustrated, generally as a result of being unable to do what one wants to do (due, for example, to unnecessarily strict regulations or to obstruction by a superior officer).  1985 Michael Chiang Army Daze 34 Bang balls. To be frustrated.",bang balls,frustration,0
128,"barang-barang /bah-rahng, ˈbɑːrɑːŋ/ n. [Mal. barang-barang things; barang goods, article, commodity (Ridhwan)] Also barang sing.  1 One’s personal belongings, esp. a soldier’s kit.  2 Articles or things collectively, impedimenta, paraphernalia.
1 1987 Toh Paik Choo On the Buses 70 Please remove all your barang-barang from the empty space next to you.  1990 Mickey Chiang Fighting Fit: The Singapore Armed Forces 114 Barely has ABC time to store his barang-barang, his belongings, in the cupboard, then he is ordered to change into PT kit and fall in, in double quick time.  1994 C.S. Chong NS: An Air-Level Story 76 Stood outside with our barang-barang and looked on in strange fascination.  2011 Daryl Chin (quoting Jonal Chong) The Straits Times, 29 July, B8 Right now, I can take my barang barang (tools) personally to my clients house and provide hair-cutting services..   2 1994 C.S. Chong NS: An Air-Level Story 77 Give them their bedding and all that barang-barang.  135 barang barang. Paraphernalia.  2010 Colin Goh The Sunday Times (LifeStyle), 18 April, 24 [W]e can shop and then dump our shopping in your car, and continue shopping again, and not have to carry the barang-barang around the whole day.",barang-barang,belongings,1
130,"basket /bahs-kayt, ˈbɑːskeɪt/ int. [poss. corruption of Eng. bastard: see quots. 1991, 1995]  An exclamation expr. anger, frustration, etc.
1991 Valerie Tan The Straits Times (Section 3), 9 August, 19 basket – bastardised version of bastard.  1994 C.S. Chong NS: An Air-Level Story 36 Basket! I’m short, so my fault, is it?  1995 Tan Kim Hock The Straits Times, 3 May, 30 Remember how schoolchildren said “basket” for “bastard” to avoid being scolded by teachers? It’s a play on the sound.  2000 Kelvin Tong The Straits Times (Life! This Weekend), 23 November, 9 As if Singapore got a lot of roads. Basket, drive 10 m, kenna hump already. 2000 Kelvin Tong The Straits Times (Life! This Weekend), 28 December, 8 Basket! I told you he is a con man!  2005 Teo Pau Lin (quoting Sam Leong) The Sunday Times (LifeStyle), 18 December, L28 One time, I woke up one morning and my elder son was making tempura prawns with his friends. He said he was using a recipe he found on the Internet. I thought, “Basket, your father is a chef and you use an Internet recipe?” I didn’t know whether to laugh or be angry.",basket,bastard,0
